Handle, BlitzRating, BlitzRD, BlitzWon, BlitzLost, BlitzDrawn, BlitzTotal
Virdis, 1551, 34.2, 2088, 2095, 203, 4386
virgilfox, 1216, 111.0, 1073, 1422, 112, 2607
VirginSoul, 1108, 62.8, 936, 1340, 51, 2327
virgo, 1415, 44.5, 2586, 2223, 183, 4992
Viriatus, 1499, 46.5, 6130, 3571, 398, 10099
visalp, 1395, 44.4, 11879, 12328, 403, 24610
visc, 1336, 72.7, 1716, 1888, 113, 3717
Viscis, 1038, 51.2, 439, 839, 24, 1302
visentin, 1846, 32.4, 1638, 2191, 231, 4060
vises, 1652, 82.1, 2097, 1233, 86, 3416
vishalulu, 1323, 60.9, 175, 152, 14, 341
vishghost, 1072, 109.7, 800, 1007, 52, 1859
vishnukumarkushwa, 757, 126.5, 2, 44, 2, 48
Visio, 1673, 94.3, 1326, 1100, 118, 2544
vistor, 1257, 66.2, 980, 974, 39, 1993
vistula, 1556, 26.8, 4585, 3999, 670, 9254
visualis, 1383, 26.7, 8159, 13493, 768, 22420
visualseven, 1418, 45.7, 5285, 3354, 490, 9129
viswa, 1256, 111.4, 561, 931, 35, 1527
vitalion, 1559, 24.5, 19024, 18643, 1289, 38956
VitaliyR, 1272, 34.4, 198, 496, 30, 724
vitalvital, 1621, 68.3, 4302, 1997, 186, 6485
vitoreiji, 1375, 28.5, 2563, 2840, 197, 5600
Vitsaus, 1497, 46.9, 380, 625, 73, 1078
vizikk, 1598, 45.5, 3525, 4380, 299, 8204
Vizzier, 1694, 40.9, 293, 401, 48, 742
vjgreen, 1294, 22.4, 3622, 4921, 178, 8721
vkan, 1510, 22.0, 9356, 9380, 1021, 19757
vkariy, 1530, 31.7, 1524, 714, 116, 2354
vkmehta, 1363, 45.3, 4928, 5600, 323, 10851
Vlaado, 1622, 30.5, 10203, 10572, 1375, 22150
Vlacov, 1287, 49.4, 35, 99, 1, 135
VladaAmater, 1457, 26.4, 4588, 6709, 876, 12173
vladchess, 1223, 23.9, 1507, 1436, 46, 2989
vladicaboy, 1169, 118.4, 246, 174, 13, 433
VladimirAbakan, 1602, 22.0, 12237, 14090, 1610, 27937
Vladimirko, 1517, 74.7, 1581, 1054, 88, 2723
vladimirOo, 1155, 93.2, 44, 41, 5, 90
VladimirV, 1458, 70.8, 1086, 1008, 138, 2232
VladislavH, 1368, 35.7, 1488, 1347, 122, 2957
vladmerino, 1231, 130.8, 903, 1123, 102, 2128
vladod, 1299, 27.0, 9588, 11376, 665, 21629
vladoto, 1473, 44.5, 4261, 7615, 339, 12215
VladPal, 1650, 32.7, 4833, 4697, 658, 10188
VMCHO, 1016, 35.1, 401, 1104, 24, 1529
vmdpz, 2035, 34.2, 1881, 1602, 201, 3684
vmedina, 773, 91.2, 110, 328, 3, 441
VMihailov, 1357, 33.9, 2157, 1566, 191, 3914
vmk, 995, 23.6, 404, 826, 70, 1300
VMM, 1804, 31.9, 1659, 1653, 194, 3506
vmqg, 1365, 45.5, 128, 210, 23, 361
vnorby, 1269, 62.2, 886, 1365, 87, 2338
Vocis, 1378, 117.6, 6660, 7627, 929, 15216
voderi, 1311, 38.6, 6983, 8574, 335, 15892
Vogner, 1413, 30.6, 1390, 810, 59, 2259
Voices, 1433, 39.4, 8354, 8526, 405, 17285
VoicesLeadMe, 1386, 84.1, 489, 324, 42, 855
voidpointer, 1110, 44.8, 264, 534, 23, 821
VojFromMars, 1796, 26.0, 1394, 839, 174, 2407
volandd, 1373, 31.6, 5521, 6909, 941, 13371
volcano, 1631, 103.9, 5636, 3981, 383, 10000
voldo, 1242, 40.9, 2553, 2084, 181, 4818
volkenla, 1028, 36.4, 844, 819, 19, 1682
Volks, 1449, 21.5, 12574, 10517, 658, 23749
Volohh, 1119, 146.3, 4, 10, 0, 14
volucer, 1472, 29.5, 4053, 3370, 318, 7741
VOM, 1113, 63.0, 69, 129, 4, 202
vonBayerisch, 1390, 30.1, 492, 445, 33, 970
voodoodragon, 1802, 61.4, 1167, 718, 109, 1994
Voodoospiral, 2003, 51.1, 1727, 294, 81, 2102
Vorlon, 1181, 96.5, 1172, 2190, 101, 3463
voteforzaphod, 1945, 37.4, 150, 125, 17, 292
votsor, 1359, 53.9, 1111, 1087, 87, 2285
VovaWest, 1320, 97.6, 207, 343, 36, 586
vparvath, 1110, 187.7, 29, 22, 0, 51
vprimorac, 1340, 96.7, 15, 49, 5, 69
vrahimov, 1481, 28.1, 3558, 2374, 236, 6168
vriendelijke, 1725, 45.2, 10264, 8514, 736, 19514
VRL, 1417, 22.1, 4747, 5419, 411, 10577
VrloJakMK, 2059, 23.0, 8669, 6146, 916, 15731
VrloVeliki, 1362, 99.2, 82, 90, 6, 178
vrond, 1273, 35.7, 272, 285, 9, 566
Vrykonik, 1588, 81.5, 406, 438, 54, 898
vsedk, 1204, 97.3, 307, 209, 51, 567
vshamis, 1619, 52.4, 5052, 6270, 402, 11724
Vslu, 1042, 112.5, 6, 36, 1, 43
vssp, 1639, 115.8, 118, 181, 10, 309
VStrider, 1492, 22.0, 5353, 5272, 303, 10928
Vsus, 1009, 122.3, 79, 76, 5, 160
vsvor, 1371, 33.9, 542, 452, 19, 1013
vtrdude, 1315, 101.9, 3430, 3480, 202, 7112
vtretyak, 1339, 128.4, 176, 257, 12, 445
vuhb, 1555, 42.0, 4612, 6059, 733, 11404
Vulnus, 1592, 70.9, 3384, 2749, 322, 6455
vvoix, 1391, 46.1, 1948, 1488, 229, 3665
VVoody, 1042, 227.6, 0, 3, 0, 3
VVVinci, 1255, 32.8, 3323, 2628, 235, 6186
vvvvvvv, 1708, 46.1, 1194, 2020, 199, 3413
vxj, 1364, 43.8, 5424, 7549, 723, 13696
vxstorm, 1242, 32.5, 47, 166, 3, 216
Vyg, 1176, 67.4, 676, 749, 43, 1468
Wacara, 1823, 262.8, 2, 0, 0, 2
wackytackypatzer, 1539, 30.4, 5454, 2991, 316, 8761
WadeWilsonDP, 1918, 257.5, 1, 0, 0, 1
wagant, 1455, 238.3, 2, 2, 0, 4
wageslave, 1556, 34.9, 2044, 1300, 148, 3492
wagnerbi, 1810, 63.6, 449, 331, 63, 843
wagun, 1755, 40.9, 789, 909, 112, 1810
wahoonc, 1449, 24.3, 10716, 9585, 757, 21058
Waldemir, 914, 335.1, 0, 2, 0, 2
waldner, 1842, 24.6, 8491, 7400, 915, 16806
waldoelrey, 860, 131.6, 5, 45, 1, 51
Waldur, 1793, 33.5, 6681, 4866, 1150, 12697
waleedElbadawi, 1327, 30.0, 4935, 8089, 499, 13523
walger, 958, 122.5, 8, 32, 1, 41
walkingterrapin, 1575, 99.5, 632, 303, 42, 977
walkinthespirit, 1148, 27.6, 4283, 4070, 242, 8595
walkytalky, 1442, 96.9, 546, 846, 29, 1421
Wallase, 1122, 103.2, 1912, 1904, 85, 3901
walls, 1423, 30.4, 4749, 5338, 459, 10546
wallysands, 1206, 35.6, 2322, 5645, 276, 8243
waltc, 1665, 90.8, 1433, 757, 97, 2287
walton, 1321, 42.4, 2920, 2174, 180, 5274
wam, 1512, 28.3, 8220, 7482, 788, 16490
WANGDAYE, 1242, 38.6, 1119, 1015, 105, 2239
WangZugz, 1110, 46.7, 843, 1028, 67, 1938
wannalearn, 1110, 75.1, 8, 27, 1, 36
wanorita, 1153, 50.2, 1461, 2147, 155, 3763
waponata, 2015, 18.0, 9484, 8316, 969, 18769
warbly, 1251, 68.9, 3521, 3754, 181, 7456
warcorp, 1459, 31.8, 931, 746, 78, 1755
warehouse, 1211, 30.3, 6834, 12815, 821, 20470
warezlite, 1408, 75.3, 99, 81, 9, 189
warfarer, 1588, 27.3, 2085, 1179, 165, 3429
Waris, 909, 129.7, 25, 64, 1, 90
warrenwhite, 1397, 66.8, 4822, 4390, 438, 9650
warriorness, 1131, 109.8, 225, 273, 11, 509
warroom, 1165, 27.0, 2487, 2511, 197, 5195
Warthog, 1518, 56.0, 3303, 2932, 505, 6740
WASFOX, 1366, 26.0, 8638, 9859, 560, 19057
wassupwiddat, 1688, 51.0, 92, 74, 8, 174
watchoutfishy, 1195, 95.3, 2618, 2316, 326, 5260
waterprof, 1605, 26.4, 15881, 18073, 1765, 35719
Waterskizzle, 1275, 33.6, 600, 757, 42, 1399
Watlers, 1561, 72.5, 5200, 2544, 383, 8127
watnu, 1488, 37.0, 10487, 6569, 691, 17747
watsoncs, 1439, 30.4, 2275, 2158, 145, 4578
watsonthecat, 1150, 65.7, 307, 454, 22, 783
watsunami, 1563, 47.4, 1046, 683, 74, 1803
wauserl, 941, 122.5, 5, 14, 0, 19
wavesofpleasure, 1096, 33.4, 524, 613, 19, 1156
wawawiwa, 887, 75.2, 24, 37, 4, 65
wawrzy, 1614, 24.8, 3940, 1842, 187, 5969
wayhome, 1270, 35.0, 4144, 4443, 292, 8879
waynemcdougall, 1317, 34.0, 2219, 3257, 149, 5625
Wayner, 1412, 31.2, 4258, 3807, 318, 8383
waynerox, 599, 151.8, 0, 16, 0, 16
WayneS, 1121, 35.7, 1810, 1830, 101, 3741
wayuat, 1284, 28.6, 8091, 7799, 629, 16519
wazex, 1853, 27.2, 4443, 4317, 412, 9172
WCES, 1372, 35.8, 2112, 3627, 240, 5979
wcf, 1035, 45.5, 2130, 3930, 227, 6287
wdywdpusher, 1232, 21.7, 8480, 7961, 660, 17101
weaker, 1055, 35.7, 1771, 1370, 183, 3324
weakicus, 1612, 43.6, 5451, 2718, 304, 8473
weakpawn, 1906, 172.9, 3780, 3203, 357, 7340
WeakPlay, 1258, 123.5, 29, 61, 0, 90
weakplayer, 1478, 35.7, 6196, 4631, 364, 11191
weashwin, 1106, 32.1, 912, 1390, 33, 2335
Weathal, 1322, 101.6, 14, 33, 5, 52
webdog, 1570, 44.5, 3213, 979, 82, 4274
Webgohar, 1828, 57.1, 321, 73, 8, 402
webworks, 783, 127.8, 9, 32, 1, 42
wedro, 1357, 65.6, 12329, 11700, 888, 24917
weekend, 1531, 117.5, 3662, 2643, 253, 6558
WeensWint, 1618, 58.6, 13540, 11663, 1288, 26491
Wegaman, 1353, 41.5, 3179, 3964, 290, 7433
weidenstr, 1455, 25.8, 6063, 10762, 1046, 17871
weihuguo, 792, 104.0, 6, 21, 3, 30
WeiJ, 1367, 61.9, 708, 528, 40, 1276
weilansejidi, 1594, 56.7, 182, 202, 25, 409
weilming, 1657, 145.5, 596, 613, 55, 1264
weirdaliscool, 1611, 45.0, 73, 39, 4, 116
Weizen, 1467, 66.7, 908, 586, 100, 1594
weizzer, 1137, 107.9, 896, 860, 54, 1810
WellHung, 1642, 74.0, 4077, 3241, 357, 7675
wellthoughtplan, 1351, 31.8, 2750, 2405, 127, 5282
Wellu, 1014, 68.5, 230, 523, 27, 780
wengles, 1019, 111.4, 143, 206, 5, 354
weno, 1590, 59.4, 1699, 1003, 124, 2826
Werdnap, 1402, 41.6, 2330, 1651, 147, 4128
Werttt, 886, 77.2, 43, 131, 0, 174
wesleyfan, 1534, 43.1, 1421, 1817, 79, 3317
WesleyL, 1407, 123.4, 204, 93, 18, 315
Wesson, 1072, 46.5, 4059, 7662, 260, 11981
westdale, 1213, 36.2, 2398, 3085, 289, 5772
westplayer, 946, 40.6, 1213, 1297, 56, 2566
westrise, 1005, 79.5, 52, 117, 6, 175
weststern, 878, 130.2, 26, 59, 2, 87
westworld, 1508, 86.4, 19284, 22430, 2648, 44362
wfletcher, 1250, 65.0, 429, 1141, 31, 1601
Wfullmer, 1338, 88.5, 75, 64, 8, 147
WGodel, 1408, 75.3, 1573, 891, 118, 2582
WhackaNum, 1337, 24.3, 840, 806, 52, 1698
whackme, 1228, 40.0, 560, 663, 37, 1260
whardawg, 1326, 63.6, 115, 151, 8, 274
whatcostvictory, 839, 139.0, 26, 47, 4, 77
whathappened, 1212, 141.0, 39, 29, 3, 71
WhatHeUpToo, 1602, 80.5, 822, 478, 59, 1359
WhatRook, 1172, 96.3, 12, 20, 4, 36
WhatSayYou, 991, 107.3, 32, 57, 1, 90
WHATSUP, 1075, 38.4, 1678, 2418, 113, 4209
whatthefez, 1584, 110.0, 199, 183, 21, 403
whimsy, 1273, 60.1, 269, 281, 12, 562
WhipMe, 1523, 43.1, 1097, 631, 49, 1777
Whipmeister, 1220, 34.2, 2776, 6092, 256, 9124
Whis, 1426, 70.1, 2256, 2037, 230, 4523
WhiteCastle, 1267, 49.6, 5131, 6641, 636, 12408
whiteguardian, 1575, 28.5, 14375, 9371, 849, 24595
whitejediknight, 1277, 36.1, 673, 1076, 26, 1775
WhiteKnightX, 1285, 37.4, 422, 334, 54, 810
WhiteLightEntity, 1156, 100.7, 139, 117, 9, 265
whitepandora, 931, 37.5, 1033, 1753, 80, 2866
WhitePatriot, 1427, 40.3, 120, 165, 26, 311
whitepirate, 1510, 26.1, 1262, 1326, 124, 2712
whiterook, 1307, 32.4, 36802, 17345, 2788, 56935
whizmo, 1145, 40.3, 419, 425, 21, 865
whodatdare, 919, 197.1, 1, 4, 0, 5
whoflungdung, 1297, 33.7, 2362, 3229, 186, 5777
whosnextrule, 1157, 146.5, 235, 257, 13, 505
whowantsamessage, 974, 35.9, 2017, 4710, 179, 6906
whytenight, 1141, 81.4, 745, 1066, 46, 1857
Whyzor, 1732, 350.0, 1, 0, 0, 1
wiber, 968, 25.4, 356, 524, 15, 895
Wicho, 1198, 36.2, 2301, 1943, 151, 4395
Widzu, 1664, 57.0, 1724, 1350, 193, 3267
wierdaj, 1285, 46.5, 2216, 2328, 291, 4835
wiiwii, 1433, 34.2, 789, 744, 94, 1627
wilberforce, 1874, 350.0, 797, 486, 80, 1363
Wilberto, 1206, 38.9, 2299, 3315, 104, 5718
wildcathughes, 1164, 57.2, 484, 494, 35, 1013
wildcrop, 1168, 25.6, 1847, 2276, 116, 4239
Wildguy, 1445, 87.3, 4302, 4784, 437, 9523
wildplum, 1437, 50.7, 6212, 4637, 1409, 12258
WildPudge, 1775, 78.5, 3983, 2314, 425, 6722
wildturkeyz, 1118, 46.4, 532, 1043, 26, 1601
WildUtah, 1045, 90.3, 141, 194, 12, 347
wileyone, 1163, 181.9, 3, 6, 0, 9
WilhelmTell, 1398, 67.5, 399, 407, 39, 845
willbatron, 1536, 50.1, 83, 46, 9, 138
WillByron, 1013, 42.6, 415, 850, 15, 1280
WilldaBeast, 647, 117.9, 16, 145, 0, 161
WilliamManahan, 1291, 26.4, 5438, 4380, 587, 10405
williewilliams, 924, 32.9, 517, 842, 72, 1431
WillK, 1367, 24.0, 10104, 6967, 725, 17796
Willou, 1468, 29.5, 2051, 1767, 248, 4066
willplay, 1227, 87.8, 5614, 8390, 525, 14529
willpowers, 1092, 53.9, 441, 1010, 40, 1491
willrc, 1463, 40.4, 1425, 1598, 158, 3181
WillTStevenson, 1809, 124.8, 8878, 1936, 198, 11012
wilnietis, 1397, 73.9, 396, 315, 26, 737
wilsondagreat, 1483, 102.3, 1513, 1222, 81, 2816
Wimbo, 1306, 145.2, 11, 47, 1, 59
wimperette, 1511, 21.5, 15352, 14844, 1106, 31302
wimpypawn, 878, 158.9, 815, 1312, 36, 2163
wimster, 786, 124.7, 6, 36, 1, 43
windbumwino, 1255, 29.8, 3904, 4209, 380, 8493
windfinder, 1452, 119.9, 1098, 784, 52, 1934
windhover, 1355, 113.1, 2960, 3347, 254, 6561
Windicate, 1669, 28.0, 1806, 1670, 135, 3611
Windraven, 1691, 38.0, 9809, 5862, 988, 16659
WindsOfThor, 1564, 27.5, 11974, 9057, 763, 21794
wineranger, 1014, 69.7, 205, 256, 13, 474
Wingedserpent, 1522, 35.2, 78, 108, 0, 186
Winginaguy, 1817, 20.5, 3053, 3511, 466, 7030
winkypickles, 1465, 21.6, 4887, 3898, 420, 9205
WinnegansFake, 1282, 57.7, 2716, 4877, 472, 8065
winningperson, 1350, 59.0, 284, 205, 12, 501
Winnipeger, 829, 94.3, 172, 625, 6, 803
winpower, 1450, 51.6, 294, 317, 58, 669
WinsomeKnight, 1877, 54.4, 232, 292, 33, 557
WinterChess, 1101, 37.9, 484, 666, 98, 1248
winterpswin, 1335, 28.1, 2683, 1581, 207, 4471
WireFire, 897, 128.2, 43, 179, 3, 225
WISEAGIS, 1516, 30.4, 2505, 1061, 320, 3886
Wiseguy, 1330, 33.3, 5415, 5721, 255, 11391
wisham, 1148, 110.3, 57, 67, 4, 128
WishIAnand, 1390, 58.1, 367, 245, 23, 635
Wiszard, 1423, 153.5, 8, 11, 0, 19
Witzel, 1176, 30.8, 1624, 2362, 110, 4096
wizardman, 1164, 52.0, 586, 772, 90, 1448
Wizardofcali, 1263, 58.3, 66, 55, 1, 122
WIZARDofOZ, 1331, 32.4, 6770, 5618, 549, 12937
WizardX, 1407, 93.8, 12278, 17682, 665, 30625
wjn, 1452, 26.4, 9006, 6857, 682, 16545
Wladanco, 1398, 24.8, 6841, 8584, 800, 16225
wlc, 849, 71.6, 18, 57, 0, 75
wleite, 1752, 74.4, 152, 93, 17, 262
wlljmsgllghr, 1054, 47.1, 243, 259, 8, 510
WlNTERMUTE, 1288, 56.7, 351, 446, 15, 812
WLS, 1475, 39.9, 5707, 4375, 567, 10649
wluking, 1362, 76.9, 1225, 2175, 146, 3546
wmahan, 1802, 184.4, 7630, 5716, 535, 13881
WMDenny, 1151, 55.3, 1091, 991, 65, 2147
wmfellows, 1169, 25.4, 3626, 6185, 333, 10144
WMK, 1059, 242.0, 0, 2, 0, 2
wmrangel, 1117, 130.0, 4, 24, 0, 28
wnneir, 1445, 37.0, 119, 72, 10, 201
Wobblier, 1569, 103.6, 3325, 2271, 211, 5807
WobblyMan, 1444, 27.0, 2467, 1860, 178, 4505
woblurns, 1104, 105.7, 73, 97, 4, 174
woden, 1942, 237.5, 595, 421, 37, 1053
wodger, 1393, 72.1, 2349, 1997, 184, 4530
wolfehhgg, 1342, 62.0, 198, 126, 12, 336
Wolfeman, 1776, 45.8, 2852, 1858, 252, 4962
wolffman, 1164, 29.4, 6513, 4189, 526, 11228
WolfgangAMozart, 1378, 38.6, 3641, 2883, 151, 6675
Wolfi, 1766, 30.0, 9107, 7126, 1440, 17673
wolfpackking, 856, 109.3, 91, 241, 7, 339
WolfWalker, 1519, 31.1, 14658, 12697, 1040, 28395
wolfwolf, 1506, 38.6, 5783, 6441, 367, 12591
wollongonian, 1173, 41.2, 4475, 3367, 221, 8063
WonMonkey, 857, 44.0, 331, 1925, 31, 2287
WontResign, 1666, 55.8, 22, 24, 1, 47
woobers, 1526, 49.5, 587, 896, 62, 1545
woodbeast, 1456, 23.3, 12817, 11973, 1238, 26028
Woodbungler, 1329, 33.1, 12622, 16960, 1081, 30663
woodreed, 1442, 109.1, 497, 364, 5, 866
woodrowcw, 1337, 69.1, 1642, 2204, 213, 4059
woodstove, 908, 128.6, 301, 429, 9, 739
WoodyPeanuts, 1266, 30.6, 4127, 4995, 341, 9463
woof, 1844, 128.3, 1255, 1003, 110, 2368
woofy, 1266, 27.1, 550, 615, 35, 1200
woozycat, 1240, 31.0, 2478, 2671, 236, 5385
wordpasss, 1133, 157.0, 749, 981, 76, 1806
wordspoken, 1768, 176.4, 4171, 3385, 538, 8094
WorkOrChess, 1563, 63.6, 325, 260, 28, 613
worldpower, 1408, 71.9, 460, 629, 20, 1109
Wormholes, 1140, 139.9, 156, 371, 11, 538
woronc, 1176, 33.2, 2000, 4155, 126, 6281
worstplayer, 1239, 58.7, 1650, 1668, 119, 3437
woshimimi, 1310, 84.0, 78, 172, 13, 263
wouayo, 1231, 64.5, 106, 104, 4, 214
wowboy, 1336, 18.5, 1465, 1359, 73, 2897
wowdewow, 1367, 55.6, 84, 96, 8, 188
wowgirl, 1389, 34.3, 1462, 1376, 68, 2906
wqre, 1485, 26.1, 7189, 3805, 336, 11330
WRBA, 1384, 32.3, 2436, 3213, 372, 6021
wred, 982, 30.6, 461, 946, 13, 1420
wrfama, 1551, 41.1, 1226, 980, 182, 2388
wrzgut, 1408, 22.1, 12862, 18681, 936, 32479
wsilaen, 1395, 39.1, 1562, 1758, 178, 3498
WsWarrior, 1380, 105.4, 525, 295, 46, 866
wsx, 1303, 99.4, 321, 437, 20, 778
wsxqaz, 1517, 99.3, 126, 182, 10, 318
wterka, 904, 69.6, 11, 26, 3, 40
wtew, 1161, 194.1, 0, 7, 0, 7
WTFISAHANDLE, 1345, 72.3, 212, 396, 17, 625
wtfpawned, 1258, 75.3, 1464, 1511, 104, 3079
wthfk, 1214, 37.6, 771, 1636, 49, 2456
WTMike, 943, 42.4, 32, 71, 0, 103
WuHoUnited, 1340, 39.8, 912, 419, 37, 1368
WulfB, 1125, 39.1, 49, 40, 3, 92
wundtsapawnintime, 1310, 72.0, 787, 597, 58, 1442
wuschi, 1460, 32.0, 8615, 8227, 1037, 17879
wushaomin, 1206, 43.7, 109, 36, 1, 146
wutangwong, 1427, 24.0, 659, 698, 61, 1418
wutever, 948, 42.9, 77, 110, 5, 192
wuvo, 1741, 43.9, 2929, 7297, 603, 10829
wwhatevermann, 1202, 48.5, 420, 502, 27, 949
wwwZHILINSru, 957, 30.6, 112, 198, 13, 323
wxvr, 2114, 75.7, 3700, 1827, 323, 5850
wyattb, 1388, 52.8, 602, 791, 46, 1439
wycliff, 1266, 46.9, 2151, 2872, 244, 5267
wyeo, 1249, 66.1, 818, 931, 66, 1815
wymyczakr, 818, 207.7, 2, 11, 0, 13
wysowa, 1478, 23.6, 5435, 5306, 310, 11051
wyzgie, 1116, 77.4, 173, 181, 7, 361
xadrezedificil, 1321, 23.3, 1421, 2027, 83, 3531
xadrezonline, 1257, 79.1, 1530, 2782, 214, 4526
xadrezrs, 1709, 23.5, 3388, 3409, 454, 7251
xainish, 1399, 298.6, 0, 1, 0, 1
Xakka, 2037, 111.4, 275, 90, 18, 383
xamid, 1596, 17.5, 916, 1588, 236, 2740
xanshin, 876, 75.3, 222, 214, 19, 455
xArkansanx, 992, 114.2, 5, 13, 0, 18
xattackx, 1370, 140.3, 20452, 21231, 1235, 42918
XavierBriche, 1400, 29.7, 7646, 7624, 456, 15726
xbichon, 1406, 60.0, 2074, 1169, 256, 3499
Xbroom, 1581, 25.9, 6226, 6565, 264, 13055
Xchat, 1025, 72.3, 2832, 3332, 272, 6436
xclusive, 1152, 88.7, 18, 30, 2, 50
xcsaber, 1668, 28.0, 1491, 749, 117, 2357
xdmorris, 1204, 39.4, 1913, 2150, 199, 4262
Xeanu, 1820, 96.9, 197, 95, 10, 302
xebos, 1347, 54.4, 639, 453, 27, 1119
xellxx, 1324, 86.6, 1091, 792, 71, 1954
xenoglot, 1042, 88.0, 1162, 2169, 66, 3397
Xeones, 1479, 78.5, 1376, 1503, 88, 2967
xeqm, 1094, 41.0, 2513, 3206, 150, 5869
Xeres, 2047, 61.4, 1408, 1358, 139, 2905
Xeriox, 1210, 328.6, 0, 1, 0, 1
xeroxorex, 1944, 19.4, 606, 660, 82, 1348
XFregate, 1527, 22.2, 6878, 18025, 1477, 26380
XiangHe, 1213, 31.2, 816, 1573, 82, 2471
xiaoffu, 1546, 71.0, 1808, 1661, 155, 3624
Xiaoluo, 1349, 49.7, 209, 162, 21, 392
xiaoxiacanada, 1648, 116.7, 624, 912, 77, 1613
xilabre, 1177, 87.9, 19, 17, 1, 37
xitimela, 1266, 74.0, 480, 396, 41, 917
xivarmy, 1496, 53.3, 3472, 2623, 238, 6333
xiyangyang, 814, 80.2, 36, 155, 3, 194
xjphil, 1396, 33.8, 382, 529, 17, 928
Xlander, 965, 81.3, 1041, 2069, 53, 3163
xmadmax, 929, 69.8, 488, 1284, 15, 1787
xmaletof, 1449, 65.2, 167, 121, 14, 302
xmusketeer, 873, 135.7, 4, 18, 1, 23
xnepom, 2083, 27.0, 2331, 1701, 365, 4397
XNeto, 1180, 47.0, 243, 325, 21, 589
xntllctlvlncx, 1003, 52.5, 226, 311, 20, 557
xoftahiti, 983, 42.1, 154, 331, 9, 494, 1583, 42.7, 3250, 3212, 328, 6790
Xong, 1415, 33.3, 5667, 1647, 472, 7786
xoptimusx, 1420, 120.6, 22, 26, 5, 53
xorronhorror, 1172, 35.2, 139, 220, 1, 360
xosepineda, 1025, 30.3, 181, 121, 6, 308
xprexx, 1036, 88.4, 64, 112, 3, 179
xprho, 1450, 26.8, 1016, 2041, 138, 3195
xqsme, 1296, 27.6, 2132, 7659, 309, 10100
XRayIndia, 1444, 22.9, 2348, 1764, 205, 4317
Xrcs, 1695, 66.6, 1113, 1043, 98, 2254
xreal, 1147, 32.5, 7538, 12786, 530, 20854
xrtpop, 938, 132.9, 393, 397, 15, 805
xsersychi, 1097, 63.9, 135, 233, 10, 378
xSHYNE, 1657, 67.3, 872, 1223, 67, 2162
Xsii, 1483, 40.9, 794, 570, 62, 1426
xstillillx, 1041, 88.3, 698, 1677, 66, 2441
XSTOF, 1186, 22.9, 6636, 9201, 550, 16387
XTERMINATER, 1328, 30.5, 2121, 1498, 128, 3747
xtheduke, 1158, 60.9, 2074, 3599, 127, 5800
xubee, 1070, 27.9, 787, 802, 36, 1625
xufei, 1442, 52.8, 6624, 4013, 598, 11235
xutaommm, 1637, 121.9, 661, 181, 51, 893
xvivaldix, 1414, 96.2, 4733, 5520, 504, 10757
xxCentauroxx, 1750, 132.5, 252, 103, 8, 363
xxCheckmatexx, 1059, 137.5, 16, 27, 2, 45
xxice, 1516, 30.7, 540, 692, 66, 1298
xxinoxx, 1285, 39.6, 1583, 2416, 134, 4133
xxIsabel, 1197, 332.8, 0, 1, 0, 1
xxLori, 1521, 23.5, 22189, 29118, 3202, 54509
xxNeoNxx, 1746, 104.9, 1363, 613, 46, 2022
xxNexus, 1279, 85.8, 2220, 1611, 136, 3967
xxRookiexx, 1979, 46.9, 672, 571, 109, 1352
XxTechHeadxX, 1085, 46.5, 220, 354, 14, 588
xXxAceGuyxXx, 1183, 63.9, 66, 63, 2, 131
xxxNeoNxxx, 1664, 80.9, 1229, 584, 38, 1851
XXXXTOOLXXXX, 1955, 29.2, 755, 389, 43, 1187
XYLUM, 1017, 93.5, 215, 630, 18, 863
xyrus, 1494, 37.8, 2971, 3033, 217, 6221
xzone, 1550, 23.7, 6196, 4122, 328, 10646
Yaboynyp, 1138, 70.0, 392, 286, 21, 699
yahoojames, 1478, 26.2, 4029, 4357, 456, 8842
Yahowa, 1702, 25.6, 1204, 1229, 104, 2537
YahtzeeDE, 1098, 95.8, 86, 103, 13, 202
yairlv, 1351, 40.1, 1376, 1043, 115, 2534
Yaki, 1538, 40.2, 5784, 4310, 511, 10605
yakovgreen, 1555, 30.6, 805, 1149, 157, 2111
YAKOVT, 1166, 34.3, 757, 705, 33, 1495
Yakshhh, 813, 91.9, 26, 138, 4, 168
Yaku, 1215, 32.1, 2914, 3890, 262, 7066
Yakusoku, 1315, 93.8, 55, 71, 8, 134
Yalex, 1554, 120.7, 375, 177, 10, 562
yamahahunter, 735, 132.9, 2, 19, 0, 21
Yamatoster, 1567, 42.2, 1434, 1466, 120, 3020
yamitl, 1309, 57.8, 121, 191, 24, 336
yamuday, 1158, 28.7, 9455, 19960, 902, 30317
Yandrov, 1753, 48.6, 1970, 1577, 200, 3747
yangon, 1390, 28.2, 2830, 2653, 268, 5751
Yannickovitch, 1588, 113.0, 8193, 5533, 946, 14672
yanosan, 1477, 58.9, 250, 511, 36, 797
yapwnedme, 1302, 66.2, 376, 390, 36, 802
Yarahmadi, 1068, 100.8, 88, 120, 3, 211
Yarmatee, 1560, 123.2, 713, 490, 86, 1289
yarmoe, 1724, 28.6, 12567, 5867, 541, 18975
Yaro, 1622, 306.1, 959, 678, 45, 1682
yaronusa, 1203, 73.7, 1072, 1411, 85, 2568
yarony, 1524, 30.1, 3182, 2244, 169, 5595
Yaroz, 1215, 34.2, 247, 263, 18, 528
yasargil, 1648, 114.4, 22, 38, 6, 66
